created_at,text
2021-03-05 02:47:13,b'RT @jkwan_md: MAR 4: #CovidVaccine in Ontario\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\nTotal vaccinations: 784828 (+30409)\n\xf0\x9f\x92\x89delivered: 1076445 (as of Mar 4)\n\xf0\x9f\x92\x89freezer/fridge: 2916\xe2\x80\xa6'
2021-03-05 02:46:59,"b'RT @MoHFW_INDIA: #LargestVaccineDrive \n#Unite2FightCorona\n\nMr. Ameising Luikham, rtd. IAS, Member of Lokayukta and Former Secretary to the\xe2\x80\xa6'"
2021-03-05 02:46:53,"b'Got my first dose! Thought a lot about my dad, who died of COVID in October. I\xe2\x80\x99m getting vaccinated so, hopefully,\xe2\x80\xa6 https://t.co/baTcjEzurB'"
2021-03-05 02:46:45,"b""RT @Lon_S_J: Wake up Florida! \n\nYour governor wants to deny vaccines to teachers under age 50.\n\nCVS knows Deathsantis didn't follow the sci\xe2\x80\xa6"""
2021-03-05 02:46:41,"b'RT @THE_Russell: Morrison\'s favourite kidney doctor who has no qualifications nor experience in epidemiology, lectures us on how good the ""\xe2\x80\xa6'"
2021-03-05 02:46:39,"b'RT @MoHFW_INDIA: #LargestVaccineDrive\n#Unite2FightCorona\n\nSmt. Khushboo Sundar, Popular Actress from the South and a Politician from Tamil\xe2\x80\xa6'"
2021-03-05 02:46:37,b'Reliance Foundation says will Vaccinate all Reliance employees and their family members.@reliancejio\n@reliancegroup\xe2\x80\xa6 https://t.co/txCv22SRIC'
2021-03-05 02:46:33,"b'RT @MoHFW_INDIA: #LargestVaccineDrive\n#Unite2FightCorona\n\nShri Dayanand Ganesh Narvekar, Former Finance Minister of Goa, receives the #Firs\xe2\x80\xa6'"
2021-03-05 02:46:30,"b'RT @MoHFW_INDIA: #LargestVaccineDrive\n#Unite2FightCorona\n\nShri Pon Radhakrishnan, Former Minister of State for Finance, Government of Tamil\xe2\x80\xa6'"
2021-03-05 02:46:22,b'RT @jkwan_md: MAR 4: #CovidVaccine in Ontario\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\nTotal vaccinations: 784828 (+30409)\n\xf0\x9f\x92\x89delivered: 1076445 (as of Mar 4)\n\xf0\x9f\x92\x89freezer/fridge: 2916\xe2\x80\xa6'
2021-03-05 02:46:21,b'RT @JoyJ69957841: @HumanismProject @Billy__Pang @lparkpc @MichaelParsa @RandyPettapiece @RodPhillips01 @DavidPiccini @RakocevicT @krasheedm\xe2\x80\xa6'
2021-03-05 02:46:20,"b'RT @Dr_RShatsky: Let me be clear about what the news has been saying. The #CovidVaccine activates the immune system, which is a good thing.\xe2\x80\xa6'"
2021-03-05 02:46:19,b'RT @Dr_RShatsky: Then she said she heard that the #CovidVaccine was causing breast cancer to be seen on mammograms.'
2021-03-05 02:46:10,b'RT @nilikm: @ColinDMello Recalibrated? Imminent? Tell that to my patients who are 89 and waiting to know why I can\xe2\x80\x99t administer the #CovidV\xe2\x80\xa6'
2021-03-05 02:46:05,"b'RT @THE_Russell: Morrison\'s favourite kidney doctor who has no qualifications nor experience in epidemiology, lectures us on how good the ""\xe2\x80\xa6'"
2021-03-05 02:45:57,b'RT @RomeshNadir: Here are some insights to many of the questions asked to Fin Minister Smt N Seetharaman regarding Budget 2021-22. Fin Min\xe2\x80\xa6'
2021-03-05 02:45:51,b'RT @_Sivasai: To Beat #COVID We May Need Good Shot in the Nose\n#DHPSP #CRBIOTECH #Vaccines #Science #healthy #healthcare #HealthTech #techn\xe2\x80\xa6'
2021-03-05 02:45:48,b'Have not heard ANYONE talking about Metabolic Health in relation to Covid. \xf0\x9f\xa7\x90\n\n(Except these outliers!) \n\nSomething\xe2\x80\xa6 https://t.co/clPfz1itpx'
2021-03-05 02:45:42,"b""RT @DrAliSKhan: The #COVIDvaccine Wars begin. Italy (60M pop'n) blocks AstraZeneca from exporting vaccine to Australia (pop'n 25M).\nhttps:/\xe2\x80\xa6"""
2021-03-05 02:45:35,"b'One down, one to go! Great experience getting my first #CovidVaccine today. Feeling just fine, and now I\xe2\x80\x99m one step\xe2\x80\xa6 https://t.co/mQuUGCoYZH'"
2021-03-05 02:45:18,b'RT @Dr_RShatsky: #bcsm Had a pt. misinterpret a recent news story today so I realized I want to clear up this up to all who will listen. A\xe2\x80\xa6'
2021-03-05 02:45:13,b'RT @jkwan_md: MAR 4: #CovidVaccine in Ontario\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\nTotal vaccinations: 784828 (+30409)\n\xf0\x9f\x92\x89delivered: 1076445 (as of Mar 4)\n\xf0\x9f\x92\x89freezer/fridge: 2916\xe2\x80\xa6'
2021-03-05 02:45:08,b'Thank you @HealthNYGov. The @javitscenter was smooth sailing today. My appointment for the first dose of the\xe2\x80\xa6 https://t.co/4SIGSuWDCg'
2021-03-05 02:45:03,b'Here are some insights to many of the questions asked to Fin Minister Smt N Seetharaman regarding Budget 2021-22. F\xe2\x80\xa6 https://t.co/ZODthMRnOW'
2021-03-05 02:44:47,"b'RT @eltonofficial: I am proud to join forces with @themichaelcaine to promote the fantastic @NHSEngland #COVIDVaccine program, demonstratin\xe2\x80\xa6'"
2021-03-05 02:44:33,b'RT @WADeptHealth: The #COVIDvaccine will be available to more people in the coming weeks. Go to https://t.co/gv9p4vEZ8H to get notified whe\xe2\x80\xa6'
2021-03-05 02:44:30,"b'Excited to get my 2nd Pfizer vaccine shot tomorrow!!! My husband, mother &amp; close friends are already fully vaccinat\xe2\x80\xa6 https://t.co/JiTjTiKRbz'"
2021-03-05 02:44:26,b'RT @Vaxyourfam: \xe2\x80\x9cMap: Here Are the States Where Pregnant Women Can Get the COVID Vaccine Now\xe2\x80\x9d - via @NBCNews - https://t.co/THtqFc09MU\n--\n#\xe2\x80\xa6'
2021-03-05 02:44:10,b'RT @askdoc1: Excellent discussions with South Asian women today.\nThanks for delivering Dr @BusheraChoudry &amp; Dr @hinaqs \n#CovidVaccine #Urdu\xe2\x80\xa6'
2021-03-05 02:43:52,b'RT @Vaxyourfam: \xe2\x80\x9cMap: Here Are the States Where Pregnant Women Can Get the COVID Vaccine Now\xe2\x80\x9d - via @NBCNews - https://t.co/THtqFc09MU\n--\n#\xe2\x80\xa6'
2021-03-05 02:43:28,b'RT @jkwan_md: MAR 4: #CovidVaccine in Ontario\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\nTotal vaccinations: 784828 (+30409)\n\xf0\x9f\x92\x89delivered: 1076445 (as of Mar 4)\n\xf0\x9f\x92\x89freezer/fridge: 2916\xe2\x80\xa6'
2021-03-05 02:43:24,b'Time for art that uplifts those who are last in line for the #CovidVaccine... I\xe2\x80\x99m so ready to receive #inspiration\xe2\x80\xa6 https://t.co/OmG17HqDun'
2021-03-05 02:43:15,"b'""With 900,000-plus\xc2\xa0doses on hand, the issue is NOT a lack of supply and that excuse is simply that \xe2\x80\x94\xc2\xa0an excuse for\xe2\x80\xa6 https://t.co/vncy0b4LQO'"
2021-03-05 02:42:51,"b""RT @Lon_S_J: Wake up Florida! \n\nYour governor wants to deny vaccines to teachers under age 50.\n\nCVS knows Deathsantis didn't follow the sci\xe2\x80\xa6"""
2021-03-05 02:42:16,b'@AEHarshada @CNBC_Awaaz Reliance Foundation says will free Vaccinate all #jio customers and their family members.\xe2\x80\xa6 https://t.co/5yATl1Fky8'
2021-03-05 02:42:15,b'RT @Kartopia: Thank you Dr.@PeterHotez for this very informative conversation on the origins of vaccine disinformation and informing us abo\xe2\x80\xa6'
2021-03-05 02:42:00,"b'Even after you get your vaccine, you will need to keep wearing a mask that covers your nose an mouth, washing your\xe2\x80\xa6 https://t.co/dMjM9ZTadW'"
2021-03-05 02:41:43,b'RT @ShazzShams: Philly folks! You do not need an appointment to get vaccinated at the Convention Center. There are walk-in appointments ava\xe2\x80\xa6'
2021-03-05 02:41:39,b'RT @mygovindia: #COVIDVaccine is set to play a vital role in defeating this virus! Take a look at the clips of our Hon Ministers who came f\xe2\x80\xa6'
2021-03-05 02:41:39,b'@healthcaredist @wptv @JDRFPB @WPBF25News @pbpost @FOX29WFLX @CBS12 @SunSentinel Has anyone gotten a vaccine at the\xe2\x80\xa6 https://t.co/hf8F3piWA8'
2021-03-05 02:41:33,b'RT @DMSouthWest1: Vaccination is on progress at Ayushman Hospital #LargestVaccineDrive #CovidVaccine #Covid19vaccination #COVIDVaccination\xe2\x80\xa6'
2021-03-05 02:41:25,b'RT @Dr_RShatsky: #bcsm Had a pt. misinterpret a recent news story today so I realized I want to clear up this up to all who will listen. A\xe2\x80\xa6'
2021-03-05 02:41:09,"b'RT @THE_Russell: Morrison\'s favourite kidney doctor who has no qualifications nor experience in epidemiology, lectures us on how good the ""\xe2\x80\xa6'"
2021-03-05 02:40:56,"b'And just like that, #covidvaccine #2 is in my arm! Thanks to all the scientists and health care workers who have ma\xe2\x80\xa6 https://t.co/hRdPvdUopR'"
2021-03-05 02:40:52,b'RT @nanditathhakur: Dad and eldest Sis got vaccinated today.. #FirstDose #CovidVaccine https://t.co/0Htornm0Lw'
2021-03-05 02:40:51,"b'RT @manojsinha_: Today received First Dose of #COVIDVaccine at Government Medical College Hospital, Jammu. My appeal to all eligible person\xe2\x80\xa6'"
2021-03-05 02:40:51,b'RT @AEHarshada: Reliance Foundation says will Vaccinate all RIL employees and their family members\n\n#CovidVaccine \n\n@CNBC_Awaaz'
2021-03-05 02:40:48,"b""RT @Lon_S_J: Wake up Florida! \n\nYour governor wants to deny vaccines to teachers under age 50.\n\nCVS knows Deathsantis didn't follow the sci\xe2\x80\xa6"""
2021-03-05 02:40:43,b'RT @AEHarshada: Reliance Foundation says will Vaccinate all RIL employees and their family members\n\n#CovidVaccine \n\n@CNBC_Awaaz'
2021-03-05 02:40:36,"b'RT @THE_Russell: Morrison\'s favourite kidney doctor who has no qualifications nor experience in epidemiology, lectures us on how good the ""\xe2\x80\xa6'"
2021-03-05 02:40:18,"b""RT @ChhayaPachauli: What ?! \xf0\x9f\x99\x86\xf0\x9f\x8f\xbb Why should health workers be paying for the 2nd dose of #COVID19Vaccine ? Didn't the govt. promise free #Cov\xe2\x80\xa6"""
2021-03-05 02:39:50,b'Reliance Foundation says will Vaccinate all RIL employees and their family members\n\n#CovidVaccine \n\n@CNBC_Awaaz'
2021-03-05 02:38:55,"b'Got the first jab of Covishield on 4th Feb. Not competent to comment on the effectiveness, but had no trouble after\xe2\x80\xa6 https://t.co/P2wxy7oW6w'"
2021-03-05 02:38:51,"b'RT @OfficeOfLGJandK: Today received #FirstDose of #COVIDVaccine at Government Medical\nCollege Hospital, Jammu. My appeal to all eligible pe\xe2\x80\xa6'"
2021-03-05 02:38:28,b'RT @SandyTecimer: Please share this draft proposal to make #CovidVaccine more accessible to high Patients via family doctors.  \n\n@AnnaHolla\xe2\x80\xa6'
2021-03-05 02:38:26,b'Trey and I catching up on #MDH Janssen vaccine training #CovidVaccine https://t.co/AFubyWnWR7'
2021-03-05 02:38:21,"b'RT @manojsinha_: Today received First Dose of #COVIDVaccine at Government Medical College Hospital, Jammu. My appeal to all eligible person\xe2\x80\xa6'"
2021-03-05 02:38:04,b'RT @UnseelieAllure: Today I got the 1st shot in the Pfizer #COVID19 #CovidVaccine . Im a survivor of medical trauma w/ EXTREME panic attack\xe2\x80\xa6'
2021-03-05 02:38:03,b'This is a fantastic development. #PublicHealth #HealthEquity #CovidVaccine https://t.co/O9T0q1nvD9'
2021-03-05 02:37:56,b'RT @DrEricDing: Johnson &amp; Johnson vaccine deliveries begin tomorrow\xe2\x80\x94and it\xe2\x80\x99s my new favorite #CovidVaccine to date!\n\nWhy? Because it is sin\xe2\x80\xa6'
2021-03-05 02:37:49,"b""RT @DrDeepakKrishn1: Phone rings \xf0\x9f\x93\xb1\xf0\x9f\x93\xb1\xf0\x9f\x93\xb1 \nCaller - Sir this is xyz here, you did my father's angioplasty 2 years ago .. \nMe - He can take the v\xe2\x80\xa6"""
2021-03-05 02:37:45,b'RT @NikkiFriedFL: Rebuilding our economy is dependent on our health &amp; staying #COVID19 safe.\n\nI wrote @GovRonDeSantis today urging him to f\xe2\x80\xa6'
2021-03-05 02:37:31,"b'Let me be clear about what the news has been saying. The #CovidVaccine activates the immune system, which is a good\xe2\x80\xa6 https://t.co/sTiNTuWAEZ'"
2021-03-05 02:36:50,b'RT @bmcarthur17: Another new #coronavirus variant have been detected in the UK which has a mutation that may help it escape immunity.\n\n#Cov\xe2\x80\xa6'
2021-03-05 02:36:21,b'Then she said she heard that the #CovidVaccine was causing breast cancer to be seen on mammograms.'
2021-03-05 02:36:19,"b'In Florida, @GovRonDeSantis requires pay to play with peoples\xe2\x80\x99 lives #RemoveRon #floridaVaccine #CovidVaccine\xe2\x80\xa6 https://t.co/gKvLnmDnNJ'"
2021-03-05 02:36:13,"b'RT @MoHFW_INDIA: #LargestVaccineDrive \n#Unite2FightCorona\n\nMr. Ameising Luikham, rtd. IAS, Member of Lokayukta and Former Secretary to the\xe2\x80\xa6'"
2021-03-05 02:35:56,b'RT @DavidEpsteinMD: It has been 1 year since I\xe2\x80\x99ve seen my parents in-person. They  received their second dose of the #COVID19 vaccine today\xe2\x80\xa6'
2021-03-05 02:35:46,"b'Important commentary on the intersection between #COVIDvaccine options, #publichealth &amp; patient autonomy\xf0\x9f\x92\x89\n\nAs the v\xe2\x80\xa6 https://t.co/Gj8xBEfsEp'"
2021-03-05 02:35:44,b'RT @zbleumoon: \xf0\x9f\x92\x99Have you gotten your Covid vaccine yet? \n\xf0\x9f\x92\x99Which vaccine did you get? \n\xf0\x9f\x92\x99Did you feel any side effects? \n\n#CovidVaccine #Covi\xe2\x80\xa6'
2021-03-05 02:35:32,b'#bcsm Had a pt. misinterpret a recent news story today so I realized I want to clear up this up to all who will lis\xe2\x80\xa6 https://t.co/gJXCPY4OR7'
2021-03-05 02:35:15,b'RT @KTownStriders: Have you received a #COVIDVaccine #COVIDVaccination yet?'
2021-03-05 02:35:02,"b""One Arizona county has so many vaccine doses, it's now able to offer them to anyone over 18\n#COVIDVaccine #Arizona\n\nhttps://t.co/OmF1BPGzla"""
2021-03-05 02:34:59,b'RT @Mr_Singh86_: #Italy blocks shipment of #CovidVaccine to #Australia  ... https://t.co/VpUUEejGoU'
2021-03-05 02:34:55,"b'RT @ESCRNet: ""We must STOP the privatization of healthcare that allows only wealthy countries to purchase vaccines!""\n \n@Kemba_A spoke on be\xe2\x80\xa6'"
2021-03-05 02:34:38,b'COVID registration is opening up tomorrow for Phase 1B+ - Mom is for sure a candidate (heart disease and will be 65\xe2\x80\xa6 https://t.co/UZSaf32tNe'
2021-03-05 02:33:56,b'RT @UnseelieAllure: Today I got the 1st shot in the Pfizer #COVID19 #CovidVaccine . Im a survivor of medical trauma w/ EXTREME panic attack\xe2\x80\xa6'
2021-03-05 02:33:07,b'Anyone else find it odd that 4 months would take us to beginning of July and it would be reasonable to expect every\xe2\x80\xa6 https://t.co/e5SAc0zmY1'
2021-03-05 02:33:06,b'Just scheduled my second dose of the #CovidVaccine https://t.co/iPqNYweO8B'
2021-03-05 02:33:03,"b'\xf0\x9f\x92\x89 #COVIDVaccine Phase 2 starts in Ohio today.\n\n\xe2\x9e\xa1\xef\xb8\x8f 60 years old + are eligible starting Thursday, March 4th.\n\n\xf0\x9f\x91\x89 For\xe2\x80\xa6 https://t.co/cwTmdX7u16'"
2021-03-05 02:32:42,b'Ugh that covid vaccine sucked #CovidVaccine'
2021-03-05 02:32:19,"b""@nikkifried @FBI I got my 1st shot today, no 'Red Carpet' just blue tape on the floor, 6ft apart. #CovidVaccine"""
2021-03-05 02:32:19,b'RT @vinushareddyb: Analysis shows that Completely Made in India Covaxin efficacy is 81% &amp; also works against variants.\nHats off to Indian s\xe2\x80\xa6'
2021-03-05 02:32:18,b'RT @WaltAuvil: Got our first #CovidVaccine shot today and a @WVUhoops win! Pretty good #WV #wednesdaythought  #VaccinesSaveLives  #TCUvsWVU\xe2\x80\xa6'
2021-03-05 02:32:18,"b""RT @ChhayaPachauli: What ?! \xf0\x9f\x99\x86\xf0\x9f\x8f\xbb Why should health workers be paying for the 2nd dose of #COVID19Vaccine ? Didn't the govt. promise free #Cov\xe2\x80\xa6"""
2021-03-05 02:32:14,b'RT @vinushareddyb: Analysis shows that Completely Made in India Covaxin efficacy is 81% &amp; also works against variants.\nHats off to Indian s\xe2\x80\xa6'
2021-03-05 02:32:08,"b'RT @mpvadodara: Got Vaccinated against Covid-19 today at Urban Health Centre, ChanakyaPuri. Let\xe2\x80\x99s stay safe. Join the world\xe2\x80\x99s biggest vacci\xe2\x80\xa6'"
2021-03-05 02:32:04,"b'RT @GOVERNING: Many #CovidVaccine websites across the nation violate #DisabilityRights laws, blocking #Blind people from signing up or rece\xe2\x80\xa6'"
2021-03-05 02:31:55,"b'RT @nilikm: I asked at a local public health meeting today why we can\xe2\x80\x99t \xe2\x80\x9cpilot\xe2\x80\x9d the rollout of #CovidVaccine in our offices, or administer\xe2\x80\xa6'"
2021-03-05 02:31:53,b'RT @jkwan_md: MAR 4: #CovidVaccine in Ontario\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\nTotal vaccinations: 784828 (+30409)\n\xf0\x9f\x92\x89delivered: 1076445 (as of Mar 4)\n\xf0\x9f\x92\x89freezer/fridge: 2916\xe2\x80\xa6'
2021-03-05 02:31:39,"b""RT @TomWermuth: Vaccine in the arm! Thank you Nurse Lara and the Adams County Health Department. Making progress. It's a Great Day to be a\xe2\x80\xa6"""
2021-03-05 02:31:32,"b'2nd shot done at 85yrs young\xf0\x9f\x8c\xb8 Neither CHF, HTN,a fib nor #COVID19 can keep my aunt down @MDSolomonMD \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd So happy to\xe2\x80\xa6 https://t.co/cDeGJZkN77'"
2021-03-05 02:30:03,b'\xe2\x80\x9cMap: Here Are the States Where Pregnant Women Can Get the COVID Vaccine Now\xe2\x80\x9d - via @NBCNews -\xe2\x80\xa6 https://t.co/UtMWa9ECCm'
2021-03-05 02:29:44,b'The @ECISVEEP know that the face of @narendramodi in Petrol Pumps might cost BJP in votes for the rising\xe2\x80\xa6 https://t.co/pmLUtlvjbX'
2021-03-05 02:29:39,"b'RT @_Sivasai: #COVID #deaths high in countries with more #overweight #people, says #Report \n\n#DHPSP #CovidDeaths #Overweight #Science #scic\xe2\x80\xa6'"
2021-03-05 02:29:33,"b'RT @_Sivasai: #COVID #deaths high in countries with more #overweight #people, says #Report \n\n#DHPSP #CovidDeaths #Overweight #Science #scic\xe2\x80\xa6'"
2021-03-05 02:29:30,b'RT @LWardMD: I sense that we have turned a corner with #COVID19vaccines. Plenty still to do but when calling my high risk patients today to\xe2\x80\xa6'
2021-03-05 02:29:23,"b""RT @DrAliSKhan: The #COVIDvaccine Wars begin. Italy (60M pop'n) blocks AstraZeneca from exporting vaccine to Australia (pop'n 25M).\nhttps:/\xe2\x80\xa6"""
2021-03-05 02:29:09,b'RT @MichaelMAzizMD1: 2/16/21: @CDCgov v-safe data indicates &gt;30k pregnant women have received #CovidVaccine with no increase in miscarriage\xe2\x80\xa6'
2021-03-05 02:28:47,b'Join healthcare clinicians worldwide to promote science and facts about the #COVIDvaccine and move us toward a COVI\xe2\x80\xa6 https://t.co/ya0n7PJluh'
2021-03-05 02:28:39,"b""RT @emily7m: Local Twitter: The Hy-Vee in Robbinsdale has just A TON of #CovidVaccine appointments tomorrow. If you're currently eligible,\xe2\x80\xa6"""
2021-03-05 02:28:33,b'RT @AHS_media: We understand that some Albertans 75 &amp; over may have challenges getting to their #covidvaccine appointments. Transportation\xe2\x80\xa6'
2021-03-05 02:28:09,b'RT @bijugovind: The govt should revise the restricted emergency use approval of #Covaxin as its efficacy is 80.6 %. As of now #Covaxin acco\xe2\x80\xa6'
2021-03-05 02:27:58,"b""RT @DrAliSKhan: The #COVIDvaccine Wars begin. Italy (60M pop'n) blocks AstraZeneca from exporting vaccine to Australia (pop'n 25M).\nhttps:/\xe2\x80\xa6"""
2021-03-05 02:27:56,b'RT @LWardMD: I sense that we have turned a corner with #COVID19vaccines. Plenty still to do but when calling my high risk patients today to\xe2\x80\xa6'
2021-03-05 02:27:50,b'RT @WADeptHealth: The #COVIDvaccine will be available to more people in the coming weeks. Go to https://t.co/gv9p4vEZ8H to get notified whe\xe2\x80\xa6'
2021-03-05 02:27:31,b'Got the first shot #PfizerVaccine for the #CovidVaccine! I\xe2\x80\x99m ready to contribute to the healing and reuniting in th\xe2\x80\xa6 https://t.co/Ki40tI0TGG'
2021-03-05 02:27:30,b'I sense that we have turned a corner with #COVID19vaccines. Plenty still to do but when calling my high risk patien\xe2\x80\xa6 https://t.co/XBfvluRWXs'
2021-03-05 02:27:25,b'RT @UnseelieAllure: Today I got the 1st shot in the Pfizer #COVID19 #CovidVaccine . Im a survivor of medical trauma w/ EXTREME panic attack\xe2\x80\xa6'
2021-03-05 02:27:15,"b""I've been waiting quite some time to post my #CovidVaccine selfie. My masks hide my ear-to-ear grin, but it's there\xe2\x80\xa6 https://t.co/6cumG9oxWs"""
2021-03-05 02:27:10,"b""RT @DrDeepakKrishn1: Phone rings \xf0\x9f\x93\xb1\xf0\x9f\x93\xb1\xf0\x9f\x93\xb1 \nCaller - Sir this is xyz here, you did my father's angioplasty 2 years ago .. \nMe - He can take the v\xe2\x80\xa6"""
2021-03-05 02:27:06,"b'RT @coteau: Once again, Doug Ford is playing the blame game. \n\nNext thing you know, he\xe2\x80\x99ll be saying that he\xe2\x80\x99ll be on Joe Biden\xe2\x80\x99s back \xe2\x80\x9clike\xe2\x80\xa6'"
2021-03-05 02:27:05,"b'RT @DrEstherFreeman: Great explanation of #CovidVaccine efficacy in @nytimes, especially given recent EUA for Johnson &amp; Johnson vaccine: #d\xe2\x80\xa6'"
2021-03-05 02:26:46,b'RT @LordJangyang: https://t.co/fss1JsLcTd @ImLiveRT Going live soon #SupportSmallStreamers #twitchstreamer #CovidVaccine'
2021-03-05 02:26:39,b'#CovidVaccine awareness talk given by me to #senior #citizens  #Vaccineconfidence @naveenthacker\xe2\x80\xa6 https://t.co/kqZ58r8m4e'
2021-03-05 02:26:38,b'RT @LordJangyang: https://t.co/fss1JsLcTd @ImLiveRT Going live soon #SupportSmallStreamers #twitchstreamer #CovidVaccine'
2021-03-05 02:26:36,b'RT @DrDeepakKrishn1: An algorithm for Covid vaccine in patients on blood thinners. Consult your physician or Cardiologist before getting va\xe2\x80\xa6'
2021-03-05 02:26:19,b'RT @Lokhandwala_Bom: Doubling 238 Days\n21182 TEST on 3March\n5.15 % +ve Case of Test done\n\n\xf0\x9f\xa4\x92 1103 +ve Case\n\xf0\x9f\x8f\x83654 Discharged\n\xe2\x98\xa0\xef\xb8\x8f 5 Deaths\n\xf0\x9f\xa4\x92 104\xe2\x80\xa6'
2021-03-05 02:26:10,"b'One year ago tomorrow was my last time on an airplane, on a business trip; visiting with customers in person. I am\xe2\x80\xa6 https://t.co/HONER1KzXF'"
2021-03-05 02:26:02,"b'.@JacksonHealth ur covid sign up is screwed up. U should let people lock in the location, date &amp; time first. Then f\xe2\x80\xa6 https://t.co/BFfMeQSTvD'"
2021-03-05 02:25:46,b'Today I got the 1st shot in the Pfizer #COVID19 #CovidVaccine . Im a survivor of medical trauma w/ EXTREME panic at\xe2\x80\xa6 https://t.co/3EJHMiOI8p'
2021-03-05 02:25:35,b'2/16/21: @CDCgov v-safe data indicates &gt;30k pregnant women have received #CovidVaccine with no increase in miscarri\xe2\x80\xa6 https://t.co/iRh0n8EUg6'
2021-03-05 02:25:33,"b'""The Year From Hell""\n~ all headlines next week\n#wediditfam #covidvaccine #terriblehorriblenogoodverybadday'"
2021-03-05 02:25:22,b'RT @AndreaLNicolas: \xe2\x80\x9cDo it! Get the jab. Be part of the pandemic solution.\xe2\x80\x9d \n\n.. the message from Australia\xe2\x80\x99s first AstraZeneca Covid Vacci\xe2\x80\xa6'
2021-03-05 02:25:13,b'https://t.co/fss1JsLcTd @ImLiveRT Going live soon #SupportSmallStreamers #twitchstreamer #CovidVaccine'
2021-03-05 02:24:51,"b""The #COVIDvaccine Wars begin. Italy (60M pop'n) blocks AstraZeneca from exporting vaccine to Australia (pop'n 25M).\xe2\x80\xa6 https://t.co/PfMj0oYfE3"""
2021-03-05 02:24:47,b'RT @surfthespectrum: Why do you THINK they want #UBI universal basic income?! So they can TIE IT to something you don\xe2\x80\x99t want to do! There w\xe2\x80\xa6'
2021-03-05 02:24:41,"b'RT @lg_ladakh: Lt. Governor @R_K_Mathur and First Lady, Smt. Poonam Mathur received the first dose of #CovidVaccine today.\n\nSh. Mathur appe\xe2\x80\xa6'"
2021-03-05 02:24:28,b'RT @pquirke100: $INO really good video explaining #inovio situation with #INO4800 #CovidVaccine #DNAmedicine #DNAvaccine @InovioPharma #Cov\xe2\x80\xa6'
2021-03-05 02:24:19,"b'RT @nhm_assam: #LargestVaccineDrive \n\nShri. @HardiSpeaks, IPS\nAddl. DGP, Assam shares his experience after taking the #1st dose of #CovidVa\xe2\x80\xa6'"
2021-03-05 02:23:44,"b""Happy to share I'm one among the 1 million who got the #CovidVaccine yesterday. @ShivAroor https://t.co/jD9qkD7qQU"""
2021-03-05 02:23:34,"b'RT @THE_Russell: Morrison\'s favourite kidney doctor who has no qualifications nor experience in epidemiology, lectures us on how good the ""\xe2\x80\xa6'"
2021-03-05 02:23:32,"b'Great explanation of #CovidVaccine efficacy in @nytimes, especially given recent EUA for Johnson &amp; Johnson vaccine:\xe2\x80\xa6 https://t.co/8MGyGlTdyV'"
2021-03-05 02:23:19,"b'RT @chris_kammy: Was delighted to get my #COVIDVaccine yesterday, and feeling great today \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbe.IMO getting the vaccine is the only way out of\xe2\x80\xa6'"
2021-03-05 02:22:33,"b'@LFMResidency faculty &amp; @GLFHC #FamilyMedicine docs talk about the #CovidVaccine and pregnancy, breastfeeding, &amp; fe\xe2\x80\xa6 https://t.co/Kmtq2T4A0c'"
2021-03-05 02:22:16,"b'Honored to participate in this panel. Partnering with the faith-based community, the business community, and other\xe2\x80\xa6 https://t.co/WPRPtEGWXw'"
2021-03-05 02:22:10,"b'Does this sound like a literal #LoosingOfTheBond, lev 4 from L of Victory? Today i received dose #2 of the #CovidVaccine .'"
2021-03-05 02:21:54,"b'COVID-19 testing, vaccination, advocacy &amp; education in #Philadelphia #CovidVaccine https://t.co/Wa0mZ1DWLJ'"
2021-03-05 02:21:44,"b""I'm happy to help save YOUR life. All I ask is that you continue to wear a mask to help save mine. Thank you.\xe2\x80\xa6 https://t.co/dUoCBdnp2B"""
2021-03-05 02:21:25,"b'RT @THE_Russell: Morrison\'s favourite kidney doctor who has no qualifications nor experience in epidemiology, lectures us on how good the ""\xe2\x80\xa6'"
2021-03-05 02:20:52,b'RT @PrettyNerdyDoc_: Amazing to see my president Dr. Montgomery-Rice and one of the MOST supportive mentors @DMalebranche involved in this\xe2\x80\xa6'
2021-03-05 02:20:17,"b""Morrison's favourite kidney doctor who has no qualifications nor experience in epidemiology, lectures us on how goo\xe2\x80\xa6 https://t.co/vJln0x8AJa"""
2021-03-05 02:20:16,b'The final countdown begin.... #CovidVaccine https://t.co/htWcfUkPTY'
2021-03-05 02:20:12,b'RT @VegasVisions: #COVID shots may be widely available to #military families in April https://t.co/xFkpwHp1z8 #CovidVaccine'
2021-03-05 02:19:57,b'Thank you @POTUS and @NYGovCuomo for making this possible for New Yorkers and Bronx residents! We are so grateful!!\xe2\x80\xa6 https://t.co/9Rg7lWsFLh'
2021-03-05 02:19:44,b'Proud to see #FamilyMedicine docs &amp; @LFMResidency faculty provide the perinatal #CovidVaccine education videos for\xe2\x80\xa6 https://t.co/UUFJbppTrW'
